age,job,marital,education,balance,housing,duration,campaign,approval
39,selfemployed,married,third,1047,no,554,1,yes
52,bluecollar,married,first,36,no,109,2,no
55,technician,married,second,608,no,781,1,yes
26,management,single,third,1177,no,116,1,no
40,selfemployed,married,first,1877,yes,363,1,no
52,entrepreneur,married,second,0,no,82,2,no
29,selfemployed,married,third,1,no,167,3,no
41,bluecollar,married,first,7735,yes,218,1,no
60,technician,single,third,1922,yes,546,1,no
28,student,single,second,153,no,1124,2,yes
26,bluecollar,married,second,2770,yes,141,1,no
58,management,married,second,139,no,188,1,no
29,management,single,third,21,yes,107,4,no
48,technician,married,second,178,yes,318,4,no
35,bluecollar,married,second,444,yes,244,3,no
26,services,single,second,189,yes,319,2,no
49,bluecollar,married,unknown,6096,no,147,2,no
34,admin.,married,second,5318,no,114,6,no
32,services,married,second,4885,yes,400,2,no
31,admin.,married,second,0,yes,79,3,no
48,unemployed,married,first,5462,no,29,4,no
40,bluecollar,married,second,6767,yes,97,2,no
42,technician,divorced,second,2974,yes,187,5,no
48,technician,married,second,427,no,181,1,no
38,services,married,second,8876,no,280,1,no
53,management,married,third,146,no,150,1,no
59,retired,divorced,second,319,no,129,1,no
28,unemployed,single,second,604,no,516,1,no
41,bluecollar,married,first,389,yes,127,2,no
50,management,single,first,766,no,174,2,no
31,admin.,married,second,0,yes,82,5,no
60,technician,single,second,3107,yes,1516,2,no
59,admin.,divorced,second,174,yes,184,1,no
63,technician,divorced,second,605,no,109,1,no
35,selfemployed,married,second,670,no,378,1,no
60,management,single,third,6164,yes,152,11,no
71,retired,married,second,2850,no,185,1,yes
60,services,single,first,79,yes,317,1,no
24,services,married,second,110,yes,27,1,no
34,technician,single,second,5039,no,185,6,no
34,bluecollar,married,second,360,yes,46,1,no
52,admin.,married,second,199,no,978,2,no
63,selfemployed,single,second,238,yes,45,5,no
38,bluecollar,married,second,5092,yes,145,6,no
41,admin.,divorced,second,1088,yes,138,1,no
42,management,divorced,third,221,yes,718,2,no
38,bluecollar,divorced,second,889,no,362,1,no
48,bluecollar,married,first,750,yes,90,6,no
34,technician,single,second,0,yes,214,1,no
46,bluecollar,married,first,1291,yes,142,3,no
63,technician,married,second,1844,yes,241,3,no
40,management,married,third,89,yes,148,6,no
36,admin.,married,second,4280,no,227,6,no
32,technician,single,second,0,no,126,2,no
63,bluecollar,married,second,625,yes,410,1,no
55,technician,married,unknown,574,yes,223,2,no
58,management,married,first,318,yes,171,2,no
25,technician,single,third,468,yes,147,1,no
47,services,married,second,440,yes,91,1,no
40,unemployed,married,second,0,yes,632,1,no
59,retired,married,second,5706,yes,471,2,no
40,management,married,third,7780,no,364,1,no
60,management,married,second,559,yes,98,1,no
25,entrepreneur,single,third,16874,yes,117,2,no
58,retired,married,first,1987,no,185,4,no
39,entrepreneur,married,unknown,98,yes,59,3,no
40,selfemployed,married,third,642,no,147,3,no
38,bluecollar,married,second,526,yes,553,2,no
66,management,single,third,6483,no,275,1,no
47,management,married,third,2606,no,239,4,yes
37,bluecollar,married,second,954,yes,402,9,no
36,management,single,third,679,yes,172,1,no
50,bluecollar,married,first,1,no,195,2,no
76,retired,married,first,2590,no,68,12,no
58,management,single,third,631,no,82,3,no
42,admin.,married,second,4189,yes,57,6,no
58,services,divorced,second,462,no,495,1,yes
28,selfemployed,single,third,0,yes,479,1,no
41,technician,married,second,0,no,141,2,no
60,management,married,third,151,no,82,4,no
32,management,divorced,third,883,yes,798,1,yes
27,services,single,second,266,no,232,1,no
48,management,married,third,0,no,60,5,no
36,technician,married,third,491,yes,103,3,no
54,management,married,third,3,no,423,1,no
36,bluecollar,married,second,198,yes,400,2,no
52,housemaid,married,second,12363,no,132,1,no
34,technician,divorced,second,0,yes,374,16,no
23,technician,married,second,136,no,363,7,yes
32,management,single,third,28,no,111,2,no
63,management,single,third,635,no,160,4,no
51,housemaid,married,unknown,174,no,608,3,no
39,unemployed,married,second,270,yes,116,1,no
44,management,single,third,1186,no,160,2,no
49,housemaid,divorced,first,198,yes,185,3,no
25,technician,married,third,914,yes,185,2,no
39,selfemployed,married,second,31,yes,61,2,no
54,technician,married,second,0,no,159,2,no
32,management,single,third,347,yes,213,1,no
36,management,married,third,860,yes,294,15,no
54,technician,married,second,89,yes,140,3,no
31,technician,married,second,0,yes,71,1,no
45,services,married,second,0,no,47,7,no
31,admin.,single,second,68,yes,570,2,no
45,technician,married,second,149,yes,287,2,no
63,services,divorced,second,2411,yes,160,1,yes
46,management,divorced,,225,yes,181,1,no
23,unknown,single,third,2731,no,11,7,no
50,management,married,third,112,yes,70,5,no
44,management,divorced,third,0,no,54,2,no
42,services,married,second,3618,yes,22,16,no
26,bluecollar,single,second,179,no,103,3,no
47,admin.,single,second,1544,yes,104,1,no
48,bluecollar,married,first,199,no,29,2,no
60,bluecollar,married,unknown,231,yes,57,2,no
27,admin.,divorced,second,76,yes,236,1,no
60,unemployed,single,third,602,no,528,3,yes
28,admin.,single,second,189,yes,68,2,no
58,retired,married,first,565,no,876,1,yes
37,entrepreneur,married,third,310,no,76,1,no
36,services,married,second,1746,yes,99,1,no
39,technician,married,second,6,yes,122,3,no
52,unemployed,married,first,110,no,141,1,no
55,retired,married,second,2749,yes,58,2,no
60,management,single,third,6495,no,78,3,no
36,bluecollar,single,second,35,yes,235,3,no
39,admin.,married,second,650,no,123,2,no
47,bluecollar,married,first,292,no,210,3,no
42,housemaid,single,first,5774,yes,54,2,no
42,management,married,second,2416,yes,138,4,no
58,retired,married,second,35,no,636,7,no
68,retired,married,second,19317,yes,249,1,yes
23,technician,married,second,50,no,63,1,no
44,bluecollar,married,second,674,yes,257,1,no
49,technician,married,third,3726,no,875,2,yes
57,retired,married,third,1180,yes,191,2,no
61,selfemployed,divorced,third,6610,no,481,2,yes
36,admin.,single,second,319,yes,118,2,no
31,bluecollar,married,second,1545,yes,187,1,no
51,technician,married,third,1315,no,603,2,no
31,technician,single,third,424,no,93,2,no
56,bluecollar,married,first,151,no,128,1,no
60,technician,single,third,970,no,194,2,no
38,services,married,second,762,yes,408,2,no
35,services,married,second,181,yes,5,3,no
31,bluecollar,married,unknown,118,yes,231,2,no
39,admin.,divorced,second,1022,yes,18,3,no
50,management,married,third,78,yes,218,3,no
39,technician,married,third,189,no,36,2,no
26,admin.,married,second,2469,no,136,8,no
55,technician,married,second,0,no,636,1,no
23,bluecollar,divorced,first,328,no,192,1,no
34,housemaid,married,third,0,no,141,1,no
51,selfemployed,married,first,607,yes,65,2,no
31,management,married,third,1384,yes,183,2,no
32,management,married,third,0,no,104,9,no
53,technician,married,second,719,yes,260,1,no
44,management,divorced,third,0,no,71,1,no
38,entrepreneur,married,third,6704,yes,185,2,no
47,selfemployed,married,third,4523,yes,162,1,no
36,management,married,third,0,yes,145,2,no
60,management,single,third,149,yes,218,2,no
46,bluecollar,married,second,1400,yes,609,3,no
63,entrepreneur,married,second,118,yes,421,3,no
23,bluecollar,married,second,2160,no,261,1,yes
38,management,married,third,3452,no,132,2,no
27,technician,single,second,842,no,273,1,no
38,management,married,unknown,3576,no,349,2,yes
41,unemployed,married,third,1666,no,291,3,no
29,technician,married,second,0,yes,83,6,no
39,services,married,second,0,yes,793,2,no
42,bluecollar,single,first,1628,yes,119,1,no
47,services,married,second,51,yes,312,1,no
60,bluecollar,single,second,447,no,103,6,no
34,admin.,married,second,396,yes,101,3,no
45,housemaid,married,first,4994,no,48,1,no
23,admin.,married,second,3215,yes,228,3,no
59,bluecollar,married,first,2814,no,81,3,no
50,technician,married,second,0,no,152,2,no
39,bluecollar,married,second,293,yes,160,3,no
36,technician,married,second,474,yes,59,1,no
44,bluecollar,married,second,16178,yes,297,1,no
36,technician,married,third,0,no,147,2,no
27,management,single,third,88,no,123,1,no
29,services,married,second,608,yes,75,1,no
70,retired,married,second,1164,no,638,3,no
44,management,married,third,13893,no,29,2,no
55,management,married,third,0,yes,159,2,no
36,technician,divorced,second,235,yes,85,8,no
28,technician,single,second,389,yes,15,7,no
50,management,divorced,third,356,no,198,2,no
49,technician,married,second,2718,no,114,2,no
71,retired,divorced,third,261,no,1117,2,no
31,admin.,single,second,757,no,323,2,no
45,management,single,third,16,no,59,2,no
42,bluecollar,married,second,422,no,31,1,no
45,admin.,married,second,248,no,212,2,no
47,technician,married,first,145,yes,157,6,no
60,retired,divorced,second,598,no,96,1,no
35,management,married,third,949,yes,245,2,no
31,technician,single,third,614,no,72,4,no
63,bluecollar,married,first,1189,yes,700,1,no
50,selfemployed,married,third,182,yes,107,1,no
51,bluecollar,married,second,1840,yes,312,3,no
34,technician,married,second,114,yes,153,1,no
56,services,married,second,229,no,55,10,no
29,services,married,second,182,yes,38,3,no
31,bluecollar,married,second,401,no,96,3,no
44,technician,divorced,unknown,759,yes,397,1,no
55,retired,married,second,4194,no,188,3,no
35,student,single,unknown,0,no,122,3,no
36,technician,married,third,629,yes,109,1,no
54,retired,married,second,153,yes,74,1,no
32,management,married,third,553,yes,72,1,no
36,management,divorced,third,1057,no,383,2,no
60,retired,married,second,78,yes,113,3,no
32,technician,single,second,28,no,400,1,no
57,management,married,third,929,no,387,8,no
34,bluecollar,married,first,428,yes,59,2,no
27,student,single,second,268,yes,528,1,no
52,management,single,third,83,no,1223,6,yes
45,admin.,divorced,unknown,998,yes,38,2,no
58,admin.,single,second,2223,no,1139,2,no
39,bluecollar,single,first,6,yes,286,2,no
48,bluecollar,single,second,312,yes,369,2,no
36,management,single,second,0,no,633,5,no
31,technician,single,second,691,yes,198,1,no
41,management,married,third,771,yes,106,8,no
60,selfemployed,single,second,192,no,423,1,no
57,retired,married,third,0,no,116,4,no
29,admin.,single,second,1070,yes,60,1,yes
29,services,divorced,second,84,yes,1101,2,yes
60,management,single,third,2,no,102,1,no
44,management,married,third,1242,yes,384,6,no
63,student,single,unknown,5969,no,156,2,no
56,admin.,divorced,second,6337,yes,99,3,no
26,services,single,second,1347,no,280,6,yes
52,technician,married,second,64,no,18,2,no
32,management,single,second,249,yes,258,1,no
36,technician,single,second,0,no,85,6,no
26,bluecollar,married,second,128,no,355,1,no
37,bluecollar,married,second,196,yes,66,3,no
34,technician,married,second,351,yes,467,1,no
26,services,single,second,5563,yes,582,2,no
32,services,married,second,38,yes,744,1,yes
60,management,single,third,35,no,185,4,no
27,technician,single,second,235,yes,13,5,no
42,admin.,single,second,60,yes,98,1,no
63,bluecollar,single,first,92,yes,127,1,no
37,bluecollar,married,second,67,no,45,2,no
45,bluecollar,married,second,4022,yes,244,3,no
36,entrepreneur,married,third,6057,no,2769,4,yes
39,management,single,third,0,yes,561,4,no
63,management,single,third,349,no,182,1,no
47,services,married,second,2322,no,618,1,no
49,entrepreneur,married,second,167,yes,198,3,no
46,management,divorced,second,558,no,126,6,no
31,services,married,second,260,yes,715,1,no
23,unemployed,divorced,second,4094,yes,63,1,no
60,bluecollar,single,second,239,yes,412,1,yes
23,management,divorced,third,497,no,66,1,no
42,bluecollar,married,second,179,yes,96,1,no
60,admin.,single,third,605,no,663,1,yes
63,management,single,third,67,yes,364,1,no
41,admin.,married,second,4539,no,298,3,no
29,bluecollar,single,second,770,yes,341,1,no
38,unemployed,married,second,673,yes,364,1,no
29,technician,married,third,858,yes,234,7,no
80,housemaid,married,first,0,no,639,1,yes
38,management,single,third,5244,no,310,4,no
36,bluecollar,divorced,first,117,yes,123,4,no
38,selfemployed,married,third,846,no,253,1,no
44,management,married,second,0,yes,96,2,no
31,management,married,third,1631,no,297,1,yes
31,services,single,second,31,yes,501,2,no
57,admin.,divorced,first,179,yes,67,1,no
37,bluecollar,married,first,523,yes,281,1,no
50,bluecollar,married,second,253,yes,475,2,no
60,retired,married,first,71188,no,185,1,no
51,management,married,third,5108,yes,272,1,no
48,bluecollar,married,second,1738,yes,349,1,no
42,bluecollar,married,first,97,yes,216,4,no
36,bluecollar,married,second,199,yes,183,1,no
23,management,married,third,489,yes,160,1,no
31,admin.,married,first,355,yes,61,6,no
49,technician,single,second,97,yes,92,2,no
35,management,divorced,third,473,no,37,2,no
44,entrepreneur,married,second,6649,yes,354,2,no
34,selfemployed,married,third,263,no,183,1,no
46,bluecollar,married,second,781,no,152,1,no
49,bluecollar,married,first,1032,yes,41,5,no
32,bluecollar,married,second,119,no,18,5,no
35,management,divorced,third,234,yes,277,1,no
51,admin.,married,second,2967,no,83,2,no
57,retired,divorced,second,631,yes,531,1,no
59,management,married,third,1585,no,91,5,no
40,services,divorced,unknown,2384,yes,315,1,no
49,management,single,third,588,no,70,9,no
51,management,married,second,3180,yes,384,1,no
35,admin.,married,second,0,no,105,3,no
29,selfemployed,married,second,76,yes,605,2,no
32,services,single,second,152,yes,158,2,yes
37,housemaid,divorced,second,1040,yes,199,1,no
49,unemployed,married,first,384,yes,25,1,no
45,technician,married,unknown,473,yes,147,1,no
34,technician,single,second,475,yes,538,8,no
53,technician,married,second,0,no,77,9,no
42,entrepreneur,married,first,149,no,94,2,no
23,technician,married,second,3285,yes,1721,2,yes
52,retired,married,second,424,no,123,1,no
34,bluecollar,single,second,79,no,104,1,no
34,technician,divorced,third,674,yes,587,2,yes
27,services,married,second,0,yes,1608,13,yes
23,unemployed,married,third,58,yes,48,4,no
41,technician,married,third,532,yes,74,1,no
72,retired,married,second,4160,no,427,1,no
35,bluecollar,married,first,422,yes,73,1,no
41,management,married,third,237,yes,14,21,no
36,bluecollar,divorced,first,608,yes,725,1,yes
51,housemaid,married,first,60,yes,633,2,no
37,selfemployed,married,third,137,no,244,6,no
42,admin.,single,second,247,yes,519,1,yes
26,admin.,single,second,321,yes,242,7,no
23,services,single,second,250,yes,222,1,no
50,management,married,third,470,yes,160,2,no
37,bluecollar,married,second,140,yes,490,1,no
35,management,married,third,2793,no,258,2,no
37,management,married,third,410,no,637,2,no
79,retired,divorced,unknown,2628,no,218,7,no
39,technician,married,second,116,no,79,2,no
47,services,married,second,0,yes,250,1,no
44,bluecollar,married,second,878,yes,160,1,no
36,management,single,third,2944,no,882,8,yes
63,bluecollar,single,second,3975,yes,515,1,no
42,services,married,second,96,yes,238,3,no
35,technician,single,third,2288,no,32,2,no
31,bluecollar,married,second,472,yes,907,2,no
58,services,married,first,65,no,162,1,no
46,management,married,third,0,no,70,2,no
41,admin.,single,second,400,yes,99,6,no
58,technician,married,second,7495,yes,325,1,no
63,bluecollar,married,,137,no,605,12,no
31,unemployed,married,second,24,yes,631,1,no
55,technician,divorced,second,3450,no,169,1,yes
38,technician,single,second,311,yes,61,2,no
55,housemaid,married,second,139,no,256,2,no
47,management,single,third,0,no,58,3,no
51,housemaid,married,first,492,yes,142,3,no
46,management,single,third,634,yes,36,6,no
61,management,married,third,997,no,106,1,yes
47,management,single,third,440,no,71,4,no
34,technician,married,second,47,no,132,6,no
34,bluecollar,married,second,1298,yes,118,1,no
41,management,divorced,third,6355,no,181,2,no
36,bluecollar,divorced,second,11,no,152,2,no
26,bluecollar,single,second,396,yes,602,1,no
35,management,married,third,8,no,93,3,yes
36,bluecollar,married,second,1409,no,235,2,no
26,management,single,third,170,no,129,1,yes
58,management,married,first,2769,yes,94,2,no
50,bluecollar,married,second,2318,yes,310,1,no
61,retired,married,second,76,yes,195,7,no
,technician,single,second,1834,yes,196,1,no
49,bluecollar,single,first,6018,yes,93,1,no
74,retired,married,second,921,no,394,2,yes
53,bluecollar,married,second,483,yes,288,3,no
46,selfemployed,married,second,390,yes,188,2,no
47,management,married,third,0,no,508,1,yes
42,bluecollar,single,first,92,no,86,2,no
56,services,married,second,22196,yes,189,1,no
42,technician,married,second,2,no,249,2,no
49,housemaid,married,first,249,yes,450,1,no
23,unemployed,single,unknown,3274,yes,680,1,no
39,services,married,second,5731,yes,175,2,no
66,retired,married,first,186,no,479,1,yes
60,technician,single,third,2325,no,270,3,no
38,management,single,third,0,no,164,1,no
31,bluecollar,married,second,1664,yes,158,1,no
32,technician,married,second,6363,no,50,4,no
48,technician,married,second,7018,no,80,2,no
34,admin.,married,third,37,no,45,1,no
28,student,single,second,28,no,218,2,no
40,admin.,single,second,1670,yes,161,2,no
36,entrepreneur,married,second,134,no,98,1,no
52,retired,married,second,603,no,79,1,no
46,admin.,married,first,276,yes,157,2,no
25,technician,single,second,2157,yes,639,1,no
13,bluecollar,married,second,161,yes,274,2,no
40,bluecollar,married,first,3658,yes,977,1,no
26,management,divorced,third,402,no,127,2,no
26,bluecollar,single,first,6342,yes,329,4,no
35,selfemployed,single,second,1732,no,1441,3,no
40,admin.,single,second,263,yes,231,1,no
31,management,married,third,623,yes,96,2,no
32,admin.,married,second,3540,yes,213,1,no
63,admin.,married,second,95,yes,635,1,yes
53,services,divorced,second,765,yes,959,3,yes
46,technician,divorced,second,824,yes,429,3,yes
28,management,single,third,5549,no,383,6,no
31,bluecollar,married,second,191,yes,40,1,no
44,bluecollar,married,first,418,yes,110,2,no
35,admin.,married,second,0,no,326,1,no
50,technician,divorced,unknown,2706,yes,179,3,no
32,technician,married,second,4,yes,132,8,no
51,admin.,married,second,423,yes,95,1,no
51,management,married,third,892,yes,248,2,no
31,bluecollar,married,unknown,118,yes,100,3,no
41,admin.,divorced,second,365,yes,226,10,no
57,technician,married,third,27069,no,174,3,no
34,management,single,third,8038,yes,29,3,no
47,technician,married,second,938,yes,176,2,no
47,admin.,divorced,second,1139,yes,106,2,no
36,selfemployed,married,second,189,yes,136,1,no
29,housemaid,single,third,19,no,110,2,yes
39,technician,married,second,3663,no,260,3,no
53,bluecollar,single,unknown,0,no,140,7,no
47,bluecollar,married,second,614,yes,118,2,no
51,technician,divorced,second,2323,yes,151,10,no
48,bluecollar,married,second,425,yes,693,2,no
32,technician,married,second,5122,no,31,1,no
36,management,divorced,third,608,no,125,2,no
50,unknown,married,first,341,yes,670,4,yes
39,admin.,married,second,607,yes,454,2,yes
31,bluecollar,married,second,1495,yes,159,3,no
49,admin.,married,second,381,no,504,2,no
63,unemployed,divorced,second,385,no,29,28,no
26,management,single,third,1274,yes,190,1,no
27,bluecollar,married,second,362,yes,632,2,no
51,bluecollar,married,first,377,yes,123,4,no
26,admin.,single,second,802,no,77,1,no
45,admin.,married,second,194,no,517,4,no
54,technician,married,second,315,no,1829,1,yes
49,technician,married,third,1823,yes,269,1,no
47,technician,married,second,9,no,457,2,no
42,housemaid,married,first,83,no,184,1,no
50,entrepreneur,married,third,463,yes,47,4,no
37,admin.,married,second,107,yes,158,2,no
54,bluecollar,married,first,4503,no,168,3,no
40,services,married,second,51,yes,50,1,no
50,services,married,second,961,no,757,4,no
57,retired,married,second,49,yes,93,4,no
63,technician,married,second,3470,no,285,2,no
49,technician,married,second,147,yes,390,1,no
35,services,married,second,0,yes,146,2,no
28,bluecollar,single,second,0,yes,386,1,no
58,management,married,third,172,no,145,7,no
31,admin.,single,second,407,no,260,1,no
36,management,divorced,third,649,no,237,2,no
49,bluecollar,single,first,1040,no,474,2,no
60,unemployed,married,second,142,yes,350,4,no
29,services,single,second,189,yes,487,7,no
50,management,married,unknown,3604,no,1009,2,no
26,student,single,third,294,no,87,1,yes
27,housemaid,married,second,4848,yes,82,3,no
32,bluecollar,single,second,1670,yes,183,1,no
62,unknown,married,second,367,no,139,5,no
34,bluecollar,single,second,13683,yes,115,3,no
25,admin.,single,third,1418,no,124,2,no
34,management,single,third,340,yes,663,28,no
44,technician,single,second,1679,no,718,1,yes
38,management,married,third,1198,yes,63,1,no
57,admin.,married,second,169,no,180,1,no
36,selfemployed,married,third,506,no,47,1,no
41,entrepreneur,married,second,1249,yes,391,1,no
36,management,single,third,678,no,85,3,no
27,management,single,third,212,yes,373,1,no
37,technician,divorced,second,23,no,289,2,no
47,management,single,third,4402,no,805,1,yes
31,services,divorced,first,459,yes,623,1,yes
39,selfemployed,married,second,4722,yes,483,1,no
35,admin.,divorced,third,1555,yes,26,2,no
40,bluecollar,married,second,61,yes,112,3,no
38,management,single,third,0,yes,213,2,no
31,technician,married,second,3706,yes,129,1,no
36,bluecollar,married,first,1177,no,360,1,yes
53,management,married,first,1896,no,104,1,no
59,bluecollar,married,first,748,no,184,1,no
29,management,single,third,6357,no,118,3,no
60,admin.,single,second,3809,yes,159,4,no
52,admin.,married,second,395,yes,391,3,no
55,bluecollar,married,second,1011,yes,112,2,no
56,bluecollar,married,first,418,yes,76,1,no
32,admin.,married,second,76,yes,189,2,no
24,bluecollar,married,second,0,no,94,1,no
51,bluecollar,married,first,844,yes,184,3,no
36,management,married,third,1318,yes,100,2,no
36,technician,married,third,167,yes,57,1,no
42,management,married,third,2187,yes,525,3,yes
49,admin.,married,second,14440,yes,60,1,no
48,management,married,second,2294,yes,251,11,no
36,management,married,second,80,yes,251,3,no
48,management,married,first,2537,no,219,6,no
60,technician,married,third,569,no,976,12,yes
27,management,single,third,0,no,46,1,no
38,entrepreneur,married,third,0,yes,185,3,no
36,technician,single,second,12,no,587,2,yes
45,technician,married,second,49,no,65,2,no
44,housemaid,married,third,460,no,491,1,no
42,technician,married,second,613,yes,232,2,no
37,entrepreneur,married,third,7944,no,102,1,no
48,bluecollar,married,second,1123,yes,264,1,no
57,retired,married,first,464,yes,75,1,no
44,services,married,second,1989,yes,106,2,no
48,technician,married,second,17,yes,81,1,no
56,retired,married,first,1,no,89,23,no
37,management,married,third,1698,yes,95,2,no
47,bluecollar,married,second,5606,yes,322,1,no
54,housemaid,married,unknown,0,no,94,5,no
51,retired,divorced,second,1679,no,417,1,yes
47,admin.,married,second,3676,no,567,1,yes
25,management,married,third,242,yes,600,4,yes
39,services,single,second,471,no,5,1,no
40,management,married,third,8902,yes,464,5,no
38,management,single,third,1704,no,222,1,no
34,management,married,third,6050,yes,469,1,yes
53,housemaid,married,first,2581,no,99,1,no
32,services,married,second,162,yes,297,2,no
35,bluecollar,married,second,223,yes,41,3,no
24,student,single,second,1847,no,390,1,no
58,bluecollar,married,first,0,yes,535,2,no
49,management,married,first,6371,no,269,2,yes
45,services,single,second,1757,yes,1010,3,no
55,management,married,third,171,yes,73,6,no
42,entrepreneur,married,third,157,yes,650,1,no
28,admin.,married,second,934,yes,53,2,no
48,bluecollar,married,second,19,no,270,1,no
51,management,single,third,55,yes,119,6,no
38,housemaid,married,first,21,no,634,2,no
27,bluecollar,single,second,14,no,72,2,no
50,technician,single,second,246,yes,270,1,no
44,bluecollar,married,first,887,yes,165,2,no
40,management,married,third,51,no,164,2,no
29,services,single,second,287,yes,196,1,no
34,services,married,second,0,yes,78,4,no
44,selfemployed,single,third,2734,yes,897,4,yes
50,entrepreneur,married,third,52,no,22,8,no
34,management,married,third,2594,yes,161,3,no
54,retired,divorced,first,22,no,23,4,no
34,technician,married,third,1611,yes,490,2,no
34,admin.,single,third,18,yes,359,1,yes
52,bluecollar,married,first,1631,yes,213,2,no
60,unknown,married,unknown,7637,no,122,1,no
39,management,single,second,835,yes,587,4,no
58,retired,married,first,5092,no,199,6,no
41,technician,divorced,second,52,no,261,2,no
48,technician,married,second,10655,no,5,3,no
58,management,married,third,1831,no,1531,1,no
40,selfemployed,married,first,92,yes,92,1,no
48,management,married,third,586,yes,179,2,no
52,bluecollar,divorced,first,1758,yes,41,1,no
50,selfemployed,married,second,1861,yes,197,2,no
25,technician,single,second,959,no,144,5,no
54,retired,married,first,188,no,255,1,no
34,services,married,second,315,yes,56,2,no
48,management,married,third,13,yes,18,6,no
37,admin.,married,third,801,no,631,7,no
66,retired,married,third,1948,no,216,1,yes
32,management,single,third,751,yes,64,1,no
45,bluecollar,married,second,784,yes,34,1,no
23,bluecollar,single,second,24,no,68,1,no
41,management,married,third,72,yes,764,3,no
40,technician,divorced,third,1871,yes,64,1,no
44,services,single,second,1378,yes,257,2,no
23,bluecollar,married,first,188,yes,58,3,no
60,unknown,single,third,6836,no,60,3,no
32,services,married,second,61,yes,529,5,no
57,admin.,married,second,967,yes,8,7,no
31,bluecollar,single,third,462,yes,147,1,no
49,unknown,married,second,0,no,173,2,no
31,admin.,single,second,5527,yes,132,1,no
41,admin.,married,third,1287,no,286,1,no
44,management,married,third,17361,no,476,1,no
54,entrepreneur,married,unknown,1956,no,221,5,no
37,bluecollar,divorced,second,0,yes,146,4,yes
34,management,married,second,294,yes,532,2,no
23,technician,married,second,275,no,69,6,no
44,management,married,third,724,yes,157,2,no
44,services,married,second,27,no,485,1,no
53,admin.,divorced,second,26,yes,56,1,no
36,technician,married,second,191,no,69,1,no
58,technician,divorced,second,123,no,131,2,no
26,student,single,second,147,no,95,2,no
34,technician,single,second,179,no,294,3,no
55,bluecollar,married,first,1086,yes,146,1,no
55,bluecollar,married,second,471,yes,58,2,no
34,entrepreneur,married,third,105,yes,249,2,no
41,entrepreneur,divorced,second,1588,yes,10,8,no
38,housemaid,divorced,second,70,no,255,3,yes
28,bluecollar,single,second,2700,no,637,4,no
41,technician,married,second,1602,yes,142,1,no
60,admin.,married,third,0,yes,189,2,no
39,technician,married,unknown,839,no,825,2,no
41,admin.,married,second,21515,yes,87,1,no
36,technician,married,second,5902,yes,219,4,no
37,management,married,third,547,yes,123,1,no
59,selfemployed,married,third,3800,no,70,1,no
26,technician,single,second,261,yes,371,2,no
23,technician,married,second,0,yes,539,8,no
42,management,married,second,34,no,176,1,no
46,bluecollar,married,unknown,9328,yes,725,3,yes
31,admin.,married,second,5,yes,101,7,no
23,unemployed,married,second,3529,no,169,2,no
48,bluecollar,single,third,2360,yes,15,1,no
41,bluecollar,married,second,1634,yes,234,5,no
32,selfemployed,married,third,3601,no,171,15,no
45,technician,married,third,265,no,14,3,no
52,admin.,single,unknown,2227,no,242,2,yes
37,selfemployed,married,second,487,no,155,15,no
38,bluecollar,divorced,second,0,yes,580,1,no
36,services,single,second,174,yes,223,2,no
58,retired,married,second,14412,no,297,1,no
37,management,married,third,3288,no,124,2,no
60,technician,single,second,57,no,465,2,no
47,technician,married,second,2246,yes,360,1,no
40,technician,married,second,4441,yes,153,2,no
42,management,divorced,third,0,no,131,2,no
71,unknown,married,third,353,no,188,1,no
54,bluecollar,married,second,448,yes,98,1,no
53,entrepreneur,married,first,27,yes,260,3,yes
63,bluecollar,divorced,second,474,no,400,2,no
60,technician,single,third,1185,yes,284,1,no
39,services,divorced,second,282,yes,223,1,no
32,bluecollar,married,second,2,yes,16,9,no
34,technician,single,second,60,no,274,2,no
39,selfemployed,single,third,3972,no,122,3,no
75,retired,married,second,26452,no,219,2,no
63,admin.,divorced,second,818,yes,601,3,no
40,services,married,second,9374,yes,7,8,no
37,technician,married,unknown,47,no,374,3,no
69,retired,married,first,279,no,26,1,no
52,unemployed,married,first,18,yes,172,1,no
31,admin.,divorced,second,360,no,632,1,no
28,technician,single,second,1532,no,253,1,no
29,management,single,third,1673,no,180,2,no
46,services,married,second,2418,no,405,2,no
28,bluecollar,married,second,100,yes,132,2,no
41,admin.,married,second,0,no,89,1,no
42,technician,divorced,second,1563,no,86,1,no
34,admin.,single,second,296,no,147,4,no
28,bluecollar,married,second,2788,yes,369,2,yes
23,management,single,second,109,yes,64,3,no
32,technician,married,second,485,no,98,14,no
63,technician,single,third,125,no,66,2,no
70,retired,married,second,616,no,149,2,no
36,services,married,second,6064,yes,240,3,no
53,technician,married,second,186,no,87,6,no
60,bluecollar,single,second,6900,no,816,1,no
45,services,divorced,second,179,no,155,2,no
31,services,single,second,481,yes,106,2,no
28,admin.,married,second,12,yes,73,3,no
45,bluecollar,married,first,0,no,574,5,no
51,management,married,third,176,yes,8,1,no
53,management,married,first,4086,no,14,3,no
40,technician,married,second,257,yes,731,4,no
53,bluecollar,married,first,53,yes,188,1,no
31,bluecollar,divorced,second,6,yes,821,1,no
60,management,married,third,562,no,137,4,no
53,entrepreneur,married,second,118,yes,101,3,no
40,bluecollar,married,first,2805,yes,173,6,no
26,management,single,second,565,yes,582,11,no
47,bluecollar,married,second,0,yes,676,1,no
51,management,married,third,1612,no,384,1,no
